,,P38,P39,P40,P41,P42,P43,P44,P45,P46,Baro,T1,T2,T3
,,[V],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[in.hga],[°C],[°C],[°C]
6/5/2018,3:33:20 PM,-0.053,-0.325,9.912,13.372,10.897,17.851,4.294,24.940,11.988,28.594,30.454,30.532,30.192
6/5/2018,3:50:00 PM,-0.053,-0.334,9.876,13.321,10.874,17.825,4.290,24.929,11.976,28.591,30.477,30.528,30.409
6/5/2018,4:06:40 PM,-0.054,-0.327,9.843,13.296,10.859,17.740,4.270,24.893,11.943,28.589,29.991,30.061,29.895
6/5/2018,4:23:20 PM,-0.058,-0.328,9.826,13.293,10.857,17.743,4.254,24.883,11.925,28.585,29.577,29.668,29.322
6/5/2018,4:40:00 PM,-0.046,-0.328,9.850,13.285,10.832,17.744,4.250,24.885,11.903,28.579,30.257,30.316,29.977
6/5/2018,4:56:40 PM,-0.052,-0.331,9.814,13.264,10.804,17.727,4.245,24.894,11.890,28.575,30.715,30.750,30.556
6/5/2018,5:13:20 PM,-0.055,-0.324,9.787,13.266,10.798,17.699,4.233,24.879,11.860,28.574,30.602,30.691,30.475
6/5/2018,5:30:00 PM,-0.043,-0.327,9.784,13.236,10.794,17.680,4.203,24.858,11.856,28.570,30.739,30.793,30.572
6/5/2018,5:46:40 PM,-0.051,-0.325,9.756,13.221,10.779,17.683,4.192,24.870,11.866,28.562,30.843,30.882,30.701
6/5/2018,6:03:20 PM,-0.051,-0.323,9.716,13.203,10.749,17.620,4.187,24.861,11.816,28.558,29.990,30.060,29.922
6/5/2018,6:20:00 PM,-0.043,-0.329,9.687,13.174,10.710,17.598,4.159,24.869,11.802,28.566,29.525,29.612,29.354
6/5/2018,6:36:40 PM,-0.053,-0.321,9.715,13.158,10.708,17.571,4.169,24.848,11.779,28.558,29.702,29.757,29.489
6/5/2018,6:53:20 PM,-0.042,-0.328,9.714,13.144,10.708,17.578,4.139,24.844,11.770,28.557,30.369,30.454,30.177
6/5/2018,7:10:00 PM,-0.047,-0.330,-0.125,0.390,-0.494,-0.136,0.029,-0.797,-0.435,28.553,30.475,30.598,30.329
6/5/2018,7:26:40 PM,-0.055,-0.323,-0.127,0.393,-0.491,-0.134,0.028,-0.801,-0.444,28.550,30.838,30.917,30.719
6/5/2018,7:43:20 PM,-0.049,-0.326,-0.132,0.392,-0.490,-0.131,0.029,-0.799,-0.441,28.543,30.884,30.940,30.766
6/5/2018,8:00:00 PM,-0.046,-0.330,-0.138,0.389,-0.490,-0.133,0.029,-0.798,-0.441,28.552,31.046,31.036,31.001
6/5/2018,8:16:40 PM,-0.052,-0.327,-0.130,0.393,-0.494,-0.135,0.032,-0.800,-0.441,28.536,30.538,30.547,30.348
6/5/2018,8:33:20 PM,-0.048,-0.332,-0.134,0.390,-0.491,-0.133,0.029,-0.797,-0.445,28.541,30.002,30.075,29.823
6/5/2018,8:50:00 PM,-0.057,-0.332,-0.126,0.393,-0.492,-0.135,0.029,-0.798,-0.442,28.540,30.516,30.589,30.337
6/5/2018,9:06:40 PM,-0.045,-0.327,-0.133,0.393,-0.494,-0.136,0.027,-0.800,-0.433,28.545,30.686,30.767,30.532
6/5/2018,9:23:20 PM,-0.053,-0.326,-0.129,0.393,-0.492,-0.132,0.030,-0.797,-0.442,28.547,30.697,30.781,30.495
6/5/2018,9:40:00 PM,-0.058,-0.330,-0.124,0.392,-0.492,-0.135,0.032,-0.795,-0.437,28.555,30.473,30.541,30.296
6/5/2018,9:56:40 PM,-0.059,-0.333,-0.128,0.391,-0.494,-0.138,0.029,-0.798,-0.441,28.553,30.715,30.766,30.528
6/5/2018,10:13:20 PM,-0.051,-0.327,-0.131,0.394,-0.493,-0.135,0.025,-0.799,-0.442,28.559,30.368,30.426,30.187
6/5/2018,10:30:00 PM,-0.043,-0.324,-0.133,0.392,-0.489,-0.135,0.027,-0.798,-0.440,28.569,29.877,29.939,29.721
6/5/2018,10:46:40 PM,-0.055,-0.327,-0.125,0.389,-0.490,-0.135,0.026,-0.801,-0.440,28.581,29.688,29.735,29.539
6/5/2018,11:03:20 PM,-0.047,-0.327,-0.126,0.391,-0.493,-0.136,0.030,-0.798,-0.442,28.588,30.092,30.164,29.978
6/5/2018,11:20:00 PM,-0.048,-0.327,-0.126,0.389,-0.491,-0.130,0.030,-0.795,-0.442,28.594,29.695,29.772,29.422
6/5/2018,11:36:40 PM,-0.051,-0.323,-0.128,0.391,-0.495,-0.135,0.031,-0.800,-0.442,28.599,29.529,29.622,29.235
6/5/2018,11:53:20 PM,-0.050,-0.326,-0.128,0.390,-0.491,-0.135,0.029,-0.796,-0.439,28.601,29.930,29.995,29.682
6/6/2018,12:10:00 AM,-0.056,-0.327,-0.131,0.392,-0.493,-0.132,0.031,-0.796,-0.441,28.605,30.453,30.523,30.388
6/6/2018,12:26:40 AM,-0.050,-0.332,-0.130,0.392,-0.489,-0.133,0.031,-0.801,-0.438,28.610,30.065,30.148,29.948
6/6/2018,12:43:20 AM,-0.044,-0.329,-0.134,0.392,-0.490,-0.133,0.029,-0.797,-0.439,28.617,29.636,29.712,29.394
6/6/2018,1:00:00 AM,-0.046,-0.333,-0.131,0.390,-0.488,-0.137,0.029,-0.801,-0.439,28.624,29.591,29.688,29.332
6/6/2018,1:16:40 AM,-0.041,-0.327,-0.133,0.389,-0.490,-0.130,0.032,-0.799,-0.444,28.632,29.635,29.723,29.429
6/6/2018,1:33:20 AM,-0.055,-0.327,-0.121,0.387,-0.491,-0.135,0.026,-0.797,-0.443,28.629,29.457,29.531,29.177
6/6/2018,1:50:00 AM,-0.049,-0.331,-0.130,0.387,-0.493,-0.136,0.024,-0.799,-0.442,28.636,29.353,29.414,29.067
6/6/2018,2:06:40 AM,-0.041,-0.330,-0.135,0.393,-0.491,-0.134,0.030,-0.800,-0.438,28.659,29.468,29.558,29.218
6/6/2018,2:23:20 AM,-0.051,-0.322,-0.129,0.393,-0.490,-0.134,0.032,-0.795,-0.438,28.651,29.701,29.790,29.525
6/6/2018,2:40:00 AM,-0.046,-0.327,-0.132,0.392,-0.488,-0.130,0.030,-0.797,-0.442,28.655,29.492,29.571,29.147
6/6/2018,2:56:40 AM,-0.044,-0.329,-0.133,0.395,-0.490,-0.132,0.029,-0.798,-0.442,28.660,30.011,30.095,29.695
6/6/2018,3:13:20 AM,-0.043,-0.329,-0.130,0.390,-0.490,-0.131,0.031,-0.796,-0.444,28.672,30.632,30.676,30.319
6/6/2018,3:30:00 AM,-0.049,-0.326,-0.131,0.390,-0.492,-0.133,0.023,-0.797,-0.440,28.679,31.146,31.173,30.848
6/6/2018,3:46:40 AM,-0.049,-0.328,-0.132,0.390,-0.492,-0.134,0.026,-0.798,-0.438,28.677,31.419,31.417,31.137
6/6/2018,4:03:20 AM,-0.054,-0.325,-0.128,0.392,-0.491,-0.132,0.028,-0.799,-0.437,28.687,31.476,31.509,31.206
6/6/2018,4:20:00 AM,-0.045,-0.326,-0.127,0.392,-0.490,-0.131,0.031,-0.796,-0.437,28.682,31.474,31.480,31.172
6/6/2018,4:36:40 AM,-0.056,-0.328,-0.131,0.389,-0.496,-0.133,0.031,-0.797,-0.441,28.677,31.376,31.404,31.102
6/6/2018,4:53:20 AM,-0.048,-0.332,-0.132,0.392,-0.491,-0.135,0.028,-0.795,-0.436,28.675,31.213,31.226,30.944
6/6/2018,5:10:00 AM,-0.049,-0.330,-0.126,0.389,-0.493,-0.137,0.030,-0.798,-0.439,28.678,31.089,31.104,30.818
6/6/2018,5:26:40 AM,-0.049,-0.328,-0.135,0.386,-0.492,-0.135,0.027,-0.797,-0.437,28.673,30.945,30.959,30.663
6/6/2018,5:43:20 AM,-0.047,-0.328,-0.135,0.390,-0.492,-0.133,0.030,-0.797,-0.438,28.671,30.918,30.947,30.637
6/6/2018,6:00:00 AM,-0.058,-0.329,-0.131,0.391,-0.496,-0.135,0.024,-0.796,-0.436,28.669,30.866,30.886,30.586
6/6/2018,6:16:40 AM,-0.055,-0.328,-0.129,0.388,-0.494,-0.132,0.028,-0.796,-0.437,28.673,30.866,30.890,30.572
6/6/2018,6:33:20 AM,-0.045,-0.327,-0.135,0.391,-0.490,-0.136,0.026,-0.802,-0.439,28.671,30.880,30.900,30.573
6/6/2018,6:50:00 AM,-0.049,-0.333,-0.137,0.384,-0.491,-0.133,0.027,-0.796,-0.440,28.672,30.970,31.003,30.673
6/6/2018,7:06:40 AM,-0.054,-0.331,-0.131,0.391,-0.493,-0.131,0.034,-0.797,-0.437,28.666,30.917,30.933,30.563
6/6/2018,7:23:20 AM,-0.046,-0.327,-0.136,0.392,-0.491,-0.139,0.027,-0.797,-0.440,28.668,30.904,30.936,30.626
6/6/2018,7:40:00 AM,-0.040,-0.329,-0.130,0.390,-0.490,-0.133,0.030,-0.797,-0.440,28.675,30.881,30.898,30.553
6/6/2018,7:56:40 AM,-0.044,-0.325,-0.134,0.391,-0.488,-0.134,0.030,-0.796,-0.439,28.676,30.900,30.918,30.613
6/6/2018,8:13:20 AM,-0.057,-0.327,-0.125,0.392,-0.489,-0.132,0.029,-0.799,-0.436,28.679,30.814,30.832,30.514
6/6/2018,8:30:00 AM,-0.057,-0.331,-0.127,0.392,-0.489,-0.134,0.030,-0.800,-0.442,28.684,30.858,30.861,30.552
6/6/2018,8:46:40 AM,-0.047,-0.328,-0.127,0.394,-0.488,-0.128,0.031,-0.798,-0.439,28.690,30.750,30.758,30.424
6/6/2018,9:03:20 AM,-0.056,-0.327,-0.127,0.390,-0.488,-0.134,0.027,-0.798,-0.436,28.694,30.759,30.764,30.458
6/6/2018,9:20:00 AM,-0.046,-0.323,-0.128,0.387,-0.491,-0.135,0.028,-0.793,-0.440,28.699,30.780,30.776,30.495
6/6/2018,9:36:40 AM,-0.046,-0.326,-0.136,0.392,-0.489,-0.134,0.031,-0.795,-0.444,28.703,30.805,30.822,30.545
6/6/2018,9:53:20 AM,-0.051,-0.329,-0.128,0.391,-0.490,-0.137,0.025,-0.799,-0.439,28.706,30.755,30.747,30.443
6/6/2018,10:10:00 AM,-0.047,-0.324,-0.135,0.389,-0.494,-0.132,0.030,-0.796,-0.442,28.713,30.741,30.735,30.460
6/6/2018,10:26:40 AM,-0.049,-0.323,-0.126,0.388,-0.491,-0.134,0.030,-0.796,-0.438,28.718,30.897,30.900,30.616
6/6/2018,10:43:20 AM,-0.040,-0.327,-0.130,0.393,-0.491,-0.135,0.032,-0.791,-0.439,28.719,30.924,30.916,30.663
6/6/2018,11:00:00 AM,-0.041,-0.325,-0.131,0.389,-0.487,-0.132,0.032,-0.794,-0.440,28.719,30.982,30.986,30.735
6/6/2018,11:16:40 AM,-0.057,-0.325,-0.129,0.393,-0.487,-0.128,0.033,-0.794,-0.436,28.716,30.944,30.956,30.690
6/6/2018,11:33:20 AM,-0.044,-0.327,-0.134,0.390,-0.490,-0.135,0.027,-0.791,-0.430,28.716,31.203,31.201,30.940
6/6/2018,11:50:00 AM,-0.049,-0.327,-0.131,0.393,-0.492,-0.132,0.031,-0.791,-0.433,28.718,31.176,31.172,30.918
6/6/2018,12:06:40 PM,-0.046,-0.324,-0.133,0.388,-0.492,-0.135,0.027,-0.794,-0.436,28.721,31.455,31.466,31.224
6/6/2018,12:23:20 PM,-0.043,-0.328,-0.131,0.390,-0.491,-0.133,0.028,-0.795,-0.431,28.741,31.714,31.703,31.458
6/6/2018,12:40:00 PM,-0.045,-0.330,-0.128,0.393,-0.488,-0.136,0.029,-0.796,-0.432,28.751,31.920,31.901,31.668
6/6/2018,12:56:40 PM,-0.052,-0.324,-0.128,0.390,-0.489,-0.133,0.028,-0.795,-0.434,28.764,32.229,32.215,31.998
6/6/2018,1:13:20 PM,-0.046,-0.323,-0.126,0.395,-0.494,-0.134,0.028,-0.794,-0.440,28.773,32.073,32.067,31.996
6/6/2018,1:30:00 PM,-0.048,-0.328,-0.127,0.394,-0.496,-0.135,0.028,-0.791,-0.435,28.774,31.631,31.636,31.630
6/6/2018,1:46:40 PM,-0.040,-0.329,-0.133,0.388,-0.488,-0.133,0.028,-0.796,-0.445,28.781,30.897,30.907,30.692
6/6/2018,2:03:20 PM,-0.051,-0.322,-0.135,0.390,-0.491,-0.135,0.027,-0.793,-0.438,28.778,30.652,30.745,30.653
6/6/2018,2:20:00 PM,-0.045,-0.321,-0.125,0.392,-0.488,-0.131,0.028,-0.799,-0.439,28.775,30.189,30.280,30.208
6/6/2018,2:36:40 PM,-0.043,-0.325,-0.130,0.391,-0.487,-0.131,0.033,-0.797,-0.438,28.782,29.777,29.878,29.579
6/6/2018,2:53:20 PM,-0.053,-0.324,-0.130,0.393,-0.491,-0.133,0.029,-0.795,-0.439,28.766,29.315,29.417,29.010
